latitude,longitude,altitude,geometry,coordinates,@id,highway,indoor,level,area,lit,surface,crossing:island,footway,cycleway:right,lanes,maxspeed,name,oneway,sidewalk,smoothness,trolley_wire,trolley_wire:forward,cycleway:both,zone:maxspeed,cycleway:left,lane_markings,name:etymology:wikidata,sidewalk:both:surface,source:maxspeed,cycleway:left:oneway,oneway:bicycle,bicycle,access,check_date,construction,check_date:cycleway,sidewalk:right:surface,foot,oneway:foot,service,cycleway,maxspeed:type,motor_vehicle,note:maxspeed,parking:both,parking:both:orientation,cycleway:both:lane,lanes:backward,lanes:forward,turn:lanes:forward,layer,maxheight,tunnel,alt_name,trolley_wire:both,hgv,check_date:surface,cycleway:surface,footway:surface,segregated,bridge,maxweight:signed,shoulder,cycleway:width,bicycle:lanes,cycleway:lanes,cycleway:right:lane,old_ref,turn:lanes,vehicle:lanes,short_name,incline,sac_scale,width,cycleway:colour,sidewalk:left:surface,embedded_rails,name:etymology,wikidata,source:name:etymology,busway,oneway:psv,obstacle,ref,crossing,crossing:markings,motorcycle,separated,junction,placement,access:lanes:backward,access:lanes:forward,bus:lanes:backward,bus:lanes:forward,oneway:bus,psv:lanes:backward,psv:lanes:forward,horse,maxweight,trolley_wire:backward,lanes:psv:backward,oneway:moped,psv,traffic_calming,tactile_paving,maxheight:signed,colour,taxi,old_name,handrail,button_operated,covered,traffic_signals:vibration,visibility,loc_name,cycleway:left:lane,mtb:scale,mtb:scale:imba,mtb:scale:uphill,trail_visibility,description,wheelchair,crossing_ref,surface_survey,traffic_signals:sound,parking:left,parking:right,kerb,ramp,step_count,source:cycleway:width,access:disabled,living_street,check_date:smoothness,check_date:footway:surface,check_date:cycleway:surface,fixme,informal,crossing:signals,source,check_date:crossing,check_date:tactile_paving,check_date:traffic_signals:vibration,check_date:traffic_signals:sound,direction,panoramax
,,,LineString,"11.3460777,44.5069164,11.3460543,44.5068365,11.346037,44.506772",way/41277870,primary,,,,yes,asphalt,,,separate,4,30,Via Giacomo Matteotti,,both,,,,,,no,,Q267304,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3286889,44.511859,11.3287695,44.5118382,11.3296436,44.511582,11.3300703,44.5115687,11.3301236,44.511556,11.3301583,44.5115594",way/41558935,cycleway,,,,yes,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,paving_stones,paving_stones,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.323155,44.4769548,11.3229754,44.477057,11.3224315,44.4774927",way/41728724,path,,,,no,ground,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3044172,44.501401,11.304138,44.5013418,11.3040079,44.5013083,11.3039098,44.5012736,11.3038352,44.5012384,11.3037688,44.5011962,11.3037141,44.5011517,11.303664,44.5011032,11.3036117,44.5010382,11.303579,44.5009789,11.3035518,44.5009143,11.3035349,44.5008293,11.3035298,44.5007563",way/42306086,primary,,,,yes,asphalt,,,no,2,50,Rotonda Luciano Romagnoli,,no,,,,,,,,Q28112202,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roundabout,middle_of:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3622059,44.5025522,11.362168,44.5025915,11.3616482,44.5031303,11.3612681,44.5035231,11.3612425,44.5035498,11.3612171,44.5035751,11.3611829,44.5036089,11.360261,44.5045071,11.3602427,44.5045247,11.3602019,44.504564,11.3601412,44.5046235",way/43205386,cycleway,,,,,asphalt,,,,,,,yes,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,asphalt,asphalt,yes,,,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3577914,44.4990723,11.3577755,44.4990658,11.3577386,44.4990506,11.3568594,44.4986876,11.3567458,44.4986792,11.3567243,44.4986957,11.3567167,44.498726,11.3567003,44.498855,11.3566729,44.4990319",way/43205391,footway,,,,yes,asphalt,,sidewalk,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3587918,44.4977942,11.3590204,44.4977626,11.3590663,44.4977547,11.3591273,44.4977344,11.3591646,44.4976888,11.3592208,44.4975251,11.3592338,44.4974922,11.3592833,44.4973586,11.3593056,44.4973129",way/43209787,cycleway,,,,yes,paved,,,,,,,,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,paving_stones,asphalt,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3386198,44.4993072,11.3387411,44.4994,11.3389,44.4997262,11.3389982,44.4999433,11.3391183,44.5002032,11.3392387,44.500473,11.3392451,44.5004875,11.339225,44.5006109",way/43469287,tertiary,,,,yes,asphalt,,,no,3,30,Via Guglielmo Marconi,yes,right,,yes,,,IT:30,,,,,,,,yes,,,,,,,,,,,,,,,,1,2,,,,,Via Marconi,main,,,,,,,,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,no,no|yes,designated,designated|yes,no,designated,designated|yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.360633,44.4958249,11.3604639,44.4963468,11.3603956,44.496576,11.3603933,44.4965836,11.3603738,44.4966492,11.3602876,44.4969383,11.3602735,44.4969856,11.3601645,44.4973504,11.3601597,44.4973666,11.3601494,44.4974054,11.3600569,44.4977125,11.359993,44.4979246,11.35988,44.4982816,11.3596937,44.4982535,11.359625,44.4982479,11.359533,44.4980958,11.359465,44.4979886,11.3594478,44.4979541,11.3594067,44.4979505,11.3593501,44.497988,11.3592687,44.4980059,11.3592114,44.4979763,11.3591242,44.4979786,11.3590446,44.4979591,11.3589921,44.497938,11.3588294,44.4979547,11.3588123,44.4978663,11.3587918,44.4977942",way/48369395,cycleway,,,,yes,paving_stones,,,,,,,,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,paving_stones,paving_stones,yes,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3539233,44.4775244,11.3549024,44.4783483,11.3553693,44.4787411,11.3565173,44.4796597,11.3571157,44.4801238,11.3573138,44.4802799,11.3577176,44.4805778",way/49403725,tertiary,,,,,asphalt,,,,1,30,Via Giovan Battista Gandino,yes,both,,,,,,,,,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3195468,44.5146762,11.3195865,44.5146542",way/60828439,footway,,,,,asphalt,,crossing,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3275738,44.5018488,11.3275446,44.5017545,11.3274469,44.5014571,11.3272932,44.5009892,11.3272545,44.5008785,11.32723,44.5008083,11.3271941,44.500703,11.3271562,44.5005963,11.3271227,44.5005075,11.3270897,44.5004314,11.3270467,44.5003484,11.3270003,44.5002688,11.3269729,44.5002219,11.3268925,44.5000843,11.3268228,44.4999651,11.3267717,44.4998789,11.3266046,44.4996025,11.3265618,44.4995365",way/63067956,residential,,,,yes,asphalt,,,,,30,Via dello Scalo,,both,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3454045,44.5036883,11.3453902,44.5037032",way/70130985,footway,,,,yes,sett,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3474199,44.5020345,11.347549,44.5021709,11.3476423,44.5023213,11.3476651,44.5023648,11.3476846,44.5024237,11.3476969,44.5024812,11.3477056,44.5025452,11.3477111,44.5026414,11.3477014,44.5027202,11.3476845,44.5028088,11.3476588,44.5028722,11.3476193,44.5029582,11.3475656,44.5030375,11.3475132,44.5031087,11.3474501,44.5031744,11.3473742,44.5032441,11.3473457,44.5032637",way/70133086,footway,,,,yes,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.345393,44.5040464,11.3454058,44.5040721,11.3454334,44.5040925,11.3454411,44.5041138,11.3454964,44.5042891,11.3455063,44.5043217,11.3455355,44.5044177,11.3455472,44.504451,11.3455554,44.5044696,11.3455609,44.5044822,11.3455859,44.50452",way/70135774,footway,,,,yes,sett,,sidewalk,,,,,,,good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3603298,44.4852343,11.3595312,44.4841664",way/74162550,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3589308,44.4832757,11.3595071,44.4840683,11.3595701,44.4841531",way/74162575,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3595312,44.4841664,11.3594755,44.4840828,11.3588894,44.483288,11.3589105,44.4832817,11.3589308,44.4832757",way/74162588,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3608379,44.4858518,11.3616057,44.4869057,11.3615785,44.4869147",way/74162595,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3595701,44.4841531,11.359648,44.4842496,11.3603398,44.4851821,11.3603661,44.4852207",way/74162596,footway,,,,yes,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3615785,44.4869147,11.3608066,44.485863",way/74162598,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3608039,44.4857429,11.3607338,44.4857675,11.3607046,44.485729,11.3604512,44.4853889,11.3604085,44.4853293,11.3604409,44.4853173",way/74162616,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.310525,44.5080134,11.3103564,44.5080585,11.3045573,44.5096222,11.3044964,44.5096205,11.3044662,44.5096291,11.3044426,44.5096405,11.3044372,44.5096524,11.3044421,44.509667,11.3044597,44.509685",way/77606529,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3200084,44.4988468,11.3199995,44.4988325,11.3199894,44.4988169,11.319494,44.4980953,11.319469,44.4980677,11.3194453,44.4980621,11.3193962,44.498076",way/77606539,footway,,,,yes,,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3582773,44.5072029,11.3582254,44.5072252,11.3582145,44.5072301,11.3580295,44.5073133,11.3578273,44.5074084,11.3575722,44.5074694",way/78509751,service,,,,yes,asphalt,,,,,30,Via Bruno Lanzarini,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3454561,44.5159465,11.3455269,44.5166049",way/80241931,residential,,,,yes,asphalt,,,,,30,Via Andrea da Faenza,yes,both,,,,,,,,,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3454561,44.5159465,11.3453814,44.5150671",way/80241933,residential,,,,yes,asphalt,,,,1,30,Via Andrea da Faenza,yes,both,,,,no,,,,,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3435379,44.5051291,11.3434057,44.5051504",way/80653048,primary,,,,yes,asphalt,,,,3,30,Viale Pietro Pietramellara,yes,separate,,yes,main,,,,,Q3904164,,https://wiki.osm.org/?curid=306950,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,http://badigit.comune.bologna.it/books/viedibologna/scorri_big.asp?Id=614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3414337,44.50538,11.3413675,44.5052359,11.3411909,44.5048654,11.3410739,44.5046199,11.3410584,44.5045875,11.3410547,44.5045797,11.3410279,44.5045212",way/82544187,tertiary,,,,yes,asphalt,,,,2,30,Via Giovanni Amendola,yes,separate,,yes,,,IT:30,lane,,,,,,no,yes,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3091234,44.4991209,11.3091822,44.4991076,11.3092203,44.4991029,11.3092668,44.4991017,11.3093114,44.4991058,11.3093518,44.4991148,11.3093888,44.4991282,11.3099119,44.4993657,11.3099579,44.4993894,11.3100191,44.4994291,11.3100737,44.49947,11.3101126,44.499502,11.3101494,44.4995365,11.310182,44.4995779,11.3102117,44.4996182,11.310444,44.4999552,11.3104494,44.4999627,11.3104521,44.4999744",way/87753208,cycleway,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,asphalt,asphalt,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3565187,44.4985649,11.3565862,44.4984614,11.3566,44.4984231,11.3565983,44.4983635,11.3565872,44.4983235,11.3565691,44.4982864,11.3565163,44.498222",way/93783755,primary,,,,yes,asphalt,,,,,50,Piazza di Porta San Donato,yes,separate,,yes,main,,,,no,Q3659069,,https://wiki.osm.org/?curid=306950,,,,,,,,,use_sidepath,,,separate,IT:urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3056115,44.4996922,11.3057456,44.4997158,11.3058329,44.4997409,11.3058945,44.499764,11.3059748,44.4997998,11.3060306,44.4998265,11.3060765,44.4998539,11.3061296,44.4998905,11.306173,44.4999261,11.3062169,44.4999688",way/96199134,primary,,,,yes,asphalt,,,no,2,50,Rotonda Luciano Romagnoli,,no,,,,,,,,Q28112202,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roundabout,middle_of:2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3529984,44.4780024,11.352965,44.4780457,11.352902,44.4781682,11.3528972,44.478233,11.3529368,44.4783954,11.3529723,44.4784402,11.3530115,44.4784993,11.35304,44.4785671,11.3530576,44.4786433,11.3530707,44.4787237,11.3530518,44.4788113,11.3530224,44.4788894,11.3529288,44.4790158,11.3525022,44.4794593",way/97890732,tertiary,,,,,asphalt,,,,1,30,Via dei Sabbioni,yes,left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.344212,44.4805429,11.3441209,44.4805499,11.3440594,44.4805588,11.3440172,44.4805737,11.3440042,44.4805798,11.3439042,44.4806268,11.3436587,44.4807422,11.3435862,44.4807722,11.3432585,44.4808896,11.3431797,44.4809069,11.3431062,44.4809162,11.3430117,44.4809208,11.3428966,44.4809263,11.3427983,44.4809418,11.342718,44.4809681,11.3426506,44.4810104,11.3425877,44.4810658,11.3425353,44.4811419,11.3425545,44.481277,11.3425611,44.4813239,11.3425824,44.481406,11.3426461,44.4816801,11.3426531,44.4817307,11.3426463,44.4817961,11.3426275,44.4818572,11.3425901,44.481919,11.3422972,44.4822023,11.3422249,44.4822723,11.342177,44.4823044,11.3420926,44.4823315,11.3420392,44.4823438,11.3419037,44.4823578",way/97897285,service,,,,,asphalt,,,,,,Salita di San Benedetto,,,,,,,,,,,,,,,,permissive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3577176,44.4805778,11.3580564,44.4808449,11.358341,44.4811244,11.3583699,44.4812428,11.3583787,44.4812787,11.3584587,44.4815198,11.3585169,44.481719,11.3585116,44.4818376,11.3583384,44.4823984,11.358326,44.4825104,11.3583301,44.4826247,11.3583514,44.4826786,11.3583981,44.4827622,11.3584299,44.4828113,11.358468,44.4828564,11.3585353,44.482929,11.3585581,44.482946,11.3586369,44.4830085",way/98387481,tertiary,,,,,asphalt,,,,2,30,Via Giovan Battista Gandino,no,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3032976,44.5113076,11.3032479,44.5113095,11.3032412,44.512064,11.3032438,44.5124387,11.3032416,44.5127674",way/103258945,cycleway,,,,,asphalt,,,,,,,no,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3591753,44.4997891,11.3591608,44.4997972,11.3591434,44.4998201,11.3590954,44.5000056,11.3589957,44.5003461,11.3589858,44.5003798,11.3589246,44.5005754,11.3589248,44.50059,11.3589272,44.500727,11.35889,44.5008558,11.3588729,44.5008965,11.3588053,44.5010676,11.3587756,44.501137,11.3587112,44.5012526,11.3585238,44.5015307,11.358396,44.5016946,11.3582382,44.5018218,11.3582027,44.5018471,11.3581444,44.5018811",way/104244422,cycleway,,,,yes,paving_stones,,,,,,,no,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,2024-03-03,paving_stones,paving_stones,yes,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.311813,44.4940232,11.3124894,44.4941258,11.3126974,44.4941746,11.3133357,44.4943441,11.3135811,44.4943981,11.3137377,44.4944283",way/108222964,footway,,,,,paving_stones,,sidewalk,,,,,,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,paving_stones,paving_stones,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3048254,44.4936443,11.3043116,44.4937297,11.3036234,44.4938435,11.3032506,44.4939043,11.3031924,44.4939138,11.3030956,44.4939305,11.3030215,44.4939942,11.3029669,44.4940682,11.3029587,44.4941565",way/115143917,cycleway,,,,yes,paving_stones,,,,,,,,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3399183,44.5001871,11.3399585,44.5001771,11.3404308,44.5000599",way/116440051,service,,,,yes,asphalt,,,,,30,Via Fontanina,,both,intermediate,,,no,IT:30,,no,,,,,,,,,,,,yes,,alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3231609,44.4953431,11.3233185,44.4958291,11.3233313,44.4958685,11.3235199,44.4964403,11.3236175,44.4967358,11.3236198,44.4967792,11.3236244,44.496938,11.3236266,44.4969744,11.3236222,44.4969875,11.3236089,44.4969957,11.3235929,44.4969998,11.3235512,44.4970012,11.3235278,44.4970012,11.3235159,44.4969935,11.3234996,44.4969568,11.3230451,44.4969708,11.3230294,44.4969712,11.3230123,44.4969719",way/119095437,footway,,,,,,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.354661,44.5162876,11.3546957,44.5163336,11.3547554,44.516422,11.3548124,44.5164947,11.354903,44.5166097,11.3549538,44.5166742,11.355113,44.5168649,11.3552996,44.5170931,11.3553378,44.5171368,11.3553917,44.5171986,11.3554769,44.5173019,11.3554847,44.5173114,11.3555111,44.5173435,11.355715,44.5175911,11.3558858,44.5178008,11.3559519,44.5178576,11.3559648,44.5178733,11.3560928,44.5180287,11.3561183,44.5180842,11.3562483,44.5182298,11.3563536,44.5183702,11.3564534,44.5185052,11.3565071,44.5185865,11.3570723,44.5195246,11.3570901,44.5195497,11.3571171,44.5195879,11.3571489,44.5196394,11.3572555,44.5198095,11.3573355,44.5199362,11.3574032,44.520039,11.3575299,44.52023,11.3576591,44.5204253,11.3577339,44.5205385,11.3577673,44.520589,11.3578579,44.5207535,11.3579244,44.5208176,11.358035,44.5209848,11.358088,44.5210968,11.3582818,44.5213636,11.3584198,44.5215699,11.3585744,44.5218061,11.3586937,44.5219848,11.3587875,44.5221217,11.3588648,44.5222288,11.3589321,44.5223115,11.3590194,44.5224122,11.3591541,44.5225602,11.3592765,44.5226955,11.3593136,44.5227365,11.3593822,44.5228147,11.3594828,44.5228954,11.3595575,44.5229687",way/122098291,cycleway,,,,,asphalt,,,,,,,no,,,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,2023-04-12,asphalt,asphalt,yes,,,,,,,,,,,,,,2.50,,,,,,,,,,119743102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
