latitude,longitude,altitude,geometry,coordinates,@id,highway,indoor,level,area,lit,surface,crossing:island,footway,cycleway:right,lanes,maxspeed,name,oneway,sidewalk,smoothness,trolley_wire,trolley_wire:forward,cycleway:both,zone:maxspeed,cycleway:left,lane_markings,name:etymology:wikidata,sidewalk:both:surface,source:maxspeed,cycleway:left:oneway,oneway:bicycle,bicycle,access,check_date,construction,check_date:cycleway,sidewalk:right:surface,foot,oneway:foot,service,cycleway,maxspeed:type,motor_vehicle,note:maxspeed,parking:both,parking:both:orientation,cycleway:both:lane,lanes:backward,lanes:forward,turn:lanes:forward,layer,maxheight,tunnel,alt_name,trolley_wire:both,hgv,check_date:surface,cycleway:surface,footway:surface,segregated,bridge,maxweight:signed,shoulder,cycleway:width,bicycle:lanes,cycleway:lanes,cycleway:right:lane,old_ref,turn:lanes,vehicle:lanes,short_name,incline,sac_scale,width,cycleway:colour,sidewalk:left:surface,embedded_rails,name:etymology,wikidata,source:name:etymology,busway,oneway:psv,obstacle,ref,crossing,crossing:markings,motorcycle,separated,junction,placement,access:lanes:backward,access:lanes:forward,bus:lanes:backward,bus:lanes:forward,oneway:bus,psv:lanes:backward,psv:lanes:forward,horse,maxweight,trolley_wire:backward,lanes:psv:backward,oneway:moped,psv,traffic_calming,tactile_paving,maxheight:signed,colour,taxi,old_name,handrail,button_operated,covered,traffic_signals:vibration,visibility,loc_name,cycleway:left:lane,mtb:scale,mtb:scale:imba,mtb:scale:uphill,trail_visibility,description,wheelchair,crossing_ref,surface_survey,traffic_signals:sound,parking:left,parking:right,kerb,ramp,step_count,source:cycleway:width,access:disabled,living_street,check_date:smoothness,check_date:footway:surface,check_date:cycleway:surface,fixme,informal,crossing:signals,source,check_date:crossing,check_date:tactile_paving,check_date:traffic_signals:vibration,check_date:traffic_signals:sound,direction,panoramax
,,,LineString,"11.3442705,44.5047494,11.3443591,44.5047344,11.3444383,44.5047211",way/1375338740,footway,,,,,sett,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3445615,44.5046838,11.3445918,44.5046674,11.3446212,44.5046515",way/1375338741,footway,,,,,sett,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3443887,44.5046259,11.3442575,44.5042597",way/1375338742,footway,,,,yes,sett,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3343422,44.498471,11.3343382,44.4984583",way/1375906851,footway,,,,yes,sett,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3379035,44.4977067,11.3379147,44.4977303",way/1376128866,tertiary,,,,yes,asphalt,,,,4,30,Via Guglielmo Marconi,no,both,,yes,,,,,,,,,,,,,,,,,,,,,IT:zone30,,,,,,2,2,,,,,Via Marconi,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no|yes,no|yes,designated|yes,designated|yes,,designated|yes,designated|yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3439151,44.5040319,11.3439015,44.5040339",way/1377061099,cycleway,,,,yes,sett,,,,,,,,,good,,,,,,,,,,,,designated,,,,,,designated,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3441293,44.5042987,11.3441201,44.5043015",way/1377061100,footway,,,,yes,paving_stones,,sidewalk,,,,,,,intermediate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.344483,44.5041923,11.3444369,44.5042061",way/1377061101,footway,,,,yes,paving_stones,,sidewalk,,,,,,,bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3582439,44.5024509,11.358209,44.5024748,11.3581987,44.5024988,11.3582008,44.5025227,11.3582699,44.502632,11.3583287,44.502725,11.3584288,44.5028831",way/1377207117,footway,,,,,,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3582699,44.502632,11.3582195,44.5026456,11.3581609,44.5026628",way/1377207118,footway,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3600191,44.5029792,11.3594783,44.5035152,11.3590794,44.5039106,11.359093,44.5039315,11.3591246,44.5039476,11.3600743,44.5044303",way/1377318426,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3591246,44.5039476,11.3590808,44.5039905,11.3590017,44.5040681",way/1377318427,footway,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3622414,44.5017533,11.3621918,44.5017275,11.3621292,44.5017131,11.3619272,44.5014756,11.3618545,44.5014637,11.361752,44.5014896,11.361693,44.5014978,11.361511,44.50147,11.3614618,44.5014771,11.3612928,44.5015498,11.3612535,44.5015672",way/1377319052,service,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3325012,44.5017741,11.3325423,44.5017638,11.3328517,44.5019221,11.3328976,44.5019449,11.3329085,44.501947,11.332923,44.5019437,11.3329285,44.5019353,11.3329582,44.5018777,11.3329247,44.5018574,11.3329621,44.501815,11.332966,44.5018041,11.332966,44.5017915,11.3329649,44.5017385,11.3329586,44.5011731,11.3329547,44.5011287,11.3329507,44.5010984,11.3329433,44.5010535,11.3328635,44.5005932,11.3328816,44.5005847,11.3328785,44.5005655,11.3328754,44.5005499,11.3328686,44.5005362,11.3328573,44.5005237,11.3328464,44.5005173,11.332833,44.500513",way/1379361905,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3333414,44.5020808,11.3333359,44.5020885,11.3330512,44.5019611,11.3330292,44.501978,11.3330144,44.5019715,11.3330126,44.5019634,11.3330391,44.5019221,11.3330585,44.5019266,11.3331036,44.5019218,11.3331036,44.5013823,11.3331005,44.5011699,11.3330974,44.5010709,11.3332162,44.501071,11.3332786,44.5010743,11.333341,44.5010819,11.3334221,44.5010952,11.3334895,44.5011072,11.3335508,44.5011192,11.3336538,44.5011407,11.3337345,44.5011594,11.3338517,44.5011904,11.3338517,44.5011961",way/1379361906,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.332809,44.5019602,11.3328305,44.5019413,11.3328517,44.5019221",way/1379361908,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3330126,44.5019634,11.3329732,44.5019499,11.3329285,44.5019353",way/1379361909,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,table,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.332892,44.5022579,11.3328891,44.5022244,11.332895,44.5021678",way/1379361918,residential,,,,yes,asphalt,,,lane,,30,Piazza 7 novembre 1944,yes,no,,,,,,,,,,https://wiki.osm.org/?curid=306950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3333359,44.5020885,11.3333545,44.5020966",way/1379361920,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3339016,44.5023971,11.334253,44.5020857,11.334252,44.5020783,11.3342432,44.5020727,11.3341158,44.5020011",way/1379361921,footway,,,,,sett,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3338517,44.5011904,11.3338764,44.5011491,11.3338951,44.5011188",way/1379361922,footway,,,,,sett,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3337027,44.5004572,11.3336938,44.5004637,11.3336915,44.5005805,11.3336884,44.5006122,11.333683,44.5006392,11.3336764,44.5006662,11.3336296,44.5008207,11.3335742,44.5010011,11.3335622,44.5010341,11.3335631,44.5010383,11.3335693,44.5010422,11.3337788,44.5010881,11.3338951,44.5011188,11.333903,44.5011135",way/1379361923,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3336312,44.5019237,11.3336433,44.5019034,11.3336547,44.5018849",way/1379361930,footway,,,,,sett,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmarked,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3336277,44.5019296,11.3336312,44.5019237,11.3341158,44.5020011",way/1379361933,footway,,,,,sett,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3344073,44.5005817,11.334337,44.5005642,11.3342682,44.5005471,11.3342514,44.5005429",way/1379361944,footway,,,,,sett,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3342423,44.5005203,11.3342617,44.5004764,11.3343116,44.5003614,11.3343313,44.500318",way/1379361947,footway,,,,yes,sett,yes,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zebra,zebra,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3335405,44.5004547,11.3335551,44.5004619,11.3335561,44.500482,11.3335537,44.5006185,11.3335506,44.5006369,11.3334336,44.5010095,11.3334294,44.5010136,11.3334193,44.501015,11.333296,44.5010004,11.3331812,44.5009888,11.3330903,44.5009805,11.3330795,44.500978,11.3330729,44.5009725,11.3330694,44.5009618,11.3330008,44.5005745,11.3329811,44.5005705,11.332978,44.5005555,11.3329756,44.5005362,11.3329763,44.5005158,11.3329792,44.5005022,11.3329861,44.5004959,11.3329987,44.5004911",way/1379361954,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3340825,44.5011466,11.3340133,44.5011277,11.3339456,44.5011093,11.3339289,44.5011048",way/1379361955,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3330974,44.5010709,11.3330939,44.5010262,11.3330903,44.5009805",way/1379361958,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmarked,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.332978,44.5005555,11.3329296,44.5005604,11.3328785,44.5005655",way/1379361960,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3334336,44.5010095,11.3335014,44.5010213,11.3335622,44.5010341",way/1379361962,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmarked,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3287942,44.5001229,11.3290061,44.5002295",way/1380006579,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3278079,44.4996298,11.3280154,44.4997311",way/1380006580,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3281355,44.4997915,11.3283449,44.4998968",way/1380006582,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3284648,44.4999572,11.3286761,44.5000635",way/1380006584,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3296805,44.5005727,11.3296953,44.5005809,11.3297179,44.5005885,11.3297314,44.5005894,11.3297566,44.5005852,11.3298057,44.5005699,11.3298127,44.5005658,11.3298175,44.5005589",way/1380006590,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3298417,44.5006372,11.3298001,44.5006117,11.3297566,44.5005852",way/1380006591,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3304125,44.5004742,11.3304069,44.5004539,11.3303331,44.5001498,11.330261,44.4998715,11.3302208,44.4997137,11.3301989,44.4996276,11.3301782,44.4995434,11.3301435,44.4994027,11.3301315,44.4993527,11.3300928,44.4991887,11.3300686,44.4991485",way/1380006595,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3301435,44.4994027,11.330159,44.499401,11.3307311,44.499343,11.3314776,44.4992715,11.3314952,44.4992696",way/1380006610,path,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3301782,44.4995434,11.3301942,44.4995412,11.3315047,44.4994209,11.3315237,44.4994193",way/1380006612,path,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3307185,44.4993039,11.3307311,44.499343",way/1380006625,path,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3302208,44.4997137,11.3302367,44.4997129,11.3315349,44.499587,11.3315547,44.4995854",way/1380006626,path,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.330261,44.4998715,11.3302764,44.4998699,11.331562,44.4997357,11.3315841,44.4997337",way/1380006627,path,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3287609,44.4993528,11.3287728,44.4993356,11.3287856,44.4993278,11.3288076,44.4993216,11.3291361,44.4992871,11.3291567,44.4992898",way/1380006646,service,,,,no,asphalt,,,,,30,Mura di Porta San Felice,,,,,,,,,,,,,,,,yes,,,,,yes,,driveway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3326991,44.4994143,11.3327515,44.4994083,11.332804,44.4994022",way/1380006658,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3327236,44.4989509,11.3327354,44.4990194,11.3327634,44.4990356,11.332824,44.4993734,11.3328022,44.4993928,11.332804,44.4994022,11.3328067,44.4994162,11.3328361,44.4994304,11.332882,44.4996721,11.3328598,44.4996881,11.3328847,44.4998247,11.3329074,44.4999493,11.3329424,44.4999682,11.3329832,44.5001803,11.3329533,44.5002004,11.3329573,44.5002254,11.3329648,44.5002487,11.332974,44.5002618,11.3329924,44.5002729,11.3330171,44.5002782,11.3330418,44.5002782,11.3331617,44.5002658,11.3332178,44.5002589,11.3332329,44.5002532,11.333241,44.5002422,11.333243,44.5002288",way/1380006659,footway,,,,,sett,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3326602,44.5003745,11.3326557,44.500346,11.3326492,44.5003123",way/1380006662,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3326468,44.5004352,11.3326528,44.5004667,11.3326604,44.5005069",way/1380006663,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncontrolled,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3326602,44.5003745,11.3326656,44.5004039,11.3326418,44.5004062,11.3326468,44.5004352",way/1380006664,footway,,,,,sett,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3351088,44.4995248,11.3351062,44.4995369,11.335231,44.4995773,11.3353342,44.4996117,11.3354274,44.4996376,11.3354784,44.4996514,11.33553,44.4996624,11.3355703,44.4996701,11.3356568,44.4996844,11.3357151,44.4996921,11.3357641,44.4996974,11.335807,44.4997007,11.33586,44.4997036,11.3359679,44.4997045,11.3360802,44.499701",way/1381046729,footway,,,,,asphalt,,sidewalk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3536429,44.5156046,11.3537239,44.515546,11.3537674,44.5155146",way/1387509232,footway,,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,marked,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3379807,44.4989833,11.3380145,44.4989842,11.3380382,44.4989795,11.3380579,44.4989667,11.3380717,44.4989463,11.3380748,44.4989391",way/1388500953,path,,,,,stepping_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3028326,44.5075713,11.3028406,44.5075898,11.3028516,44.5076155,11.3028628,44.5076417,11.3028732,44.5076662,11.3028822,44.5076871",way/1388620259,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traffic_signals,zebra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LineString,"11.3025321,44.5063049,11.3025025,44.5062891,11.3024742,44.5062707",way/1388620262,footway,,,,,asphalt,no,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unmarked,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
